SKU,Date,Sales,Price,DayOfWeek,Month,Year,EventName,EventType,SNAP,IsWeekend,IsEvent,Revenue
FOODS_2_019,2013-02-14,9,3.28,6,2,2013,ValentinesDay,Cultural,0,0,1,29.52
FOODS_2_019,2013-02-15,18,3.28,7,2,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-02-16,27,3.28,1,2,2013,No_Event,No_Event,0,1,0,88.55999999999999
FOODS_2_019,2013-02-17,34,3.28,2,2,2013,No_Event,No_Event,0,1,0,111.52
FOODS_2_019,2013-02-18,24,3.28,3,2,2013,PresidentsDay,National,0,0,1,78.72
FOODS_2_019,2013-02-19,22,3.28,4,2,2013,No_Event,No_Event,0,0,0,72.16
FOODS_2_019,2013-02-20,24,3.28,5,2,2013,LentWeek2,Religious,0,0,1,78.72
FOODS_2_019,2013-02-21,15,3.28,6,2,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-02-22,36,3.28,7,2,2013,No_Event,No_Event,0,0,0,118.08
FOODS_2_019,2013-02-23,22,3.28,1,2,2013,No_Event,No_Event,0,1,0,72.16
FOODS_2_019,2013-02-24,33,3.28,2,2,2013,Purim End,Religious,0,1,1,108.24
FOODS_2_019,2013-02-25,29,3.28,3,2,2013,No_Event,No_Event,0,0,0,95.11999999999999
FOODS_2_019,2013-02-26,24,3.28,4,2,2013,No_Event,No_Event,0,0,0,78.72
FOODS_2_019,2013-02-27,11,3.28,5,2,2013,No_Event,No_Event,0,0,0,36.08
FOODS_2_019,2013-02-28,17,3.28,6,2,2013,No_Event,No_Event,0,0,0,55.76
FOODS_2_019,2013-03-01,25,3.28,7,3,2013,No_Event,No_Event,1,0,0,82.0
FOODS_2_019,2013-03-02,29,3.28,1,3,2013,No_Event,No_Event,1,1,0,95.11999999999999
FOODS_2_019,2013-03-03,38,3.28,2,3,2013,No_Event,No_Event,1,1,0,124.63999999999999
FOODS_2_019,2013-03-04,24,3.28,3,3,2013,No_Event,No_Event,1,0,0,78.72
FOODS_2_019,2013-03-05,21,3.28,4,3,2013,No_Event,No_Event,1,0,0,68.88
FOODS_2_019,2013-03-06,28,3.28,5,3,2013,No_Event,No_Event,1,0,0,91.83999999999999
FOODS_2_019,2013-03-07,27,3.28,6,3,2013,No_Event,No_Event,1,0,0,88.55999999999999
FOODS_2_019,2013-03-08,28,3.28,7,3,2013,No_Event,No_Event,1,0,0,91.83999999999999
FOODS_2_019,2013-03-09,38,3.28,1,3,2013,No_Event,No_Event,1,1,0,124.63999999999999
FOODS_2_019,2013-03-10,30,3.28,2,3,2013,No_Event,No_Event,1,1,0,98.39999999999999
FOODS_2_019,2013-03-11,32,3.28,3,3,2013,No_Event,No_Event,0,0,0,104.96
FOODS_2_019,2013-03-12,24,3.28,4,3,2013,No_Event,No_Event,0,0,0,78.72
FOODS_2_019,2013-03-13,15,3.28,5,3,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-03-14,17,3.28,6,3,2013,No_Event,No_Event,0,0,0,55.76
FOODS_2_019,2013-03-15,7,3.28,7,3,2013,No_Event,No_Event,0,0,0,22.959999999999997
FOODS_2_019,2013-03-16,20,3.28,1,3,2013,No_Event,No_Event,0,1,0,65.6
FOODS_2_019,2013-03-17,19,3.28,2,3,2013,StPatricksDay,Cultural,0,1,1,62.31999999999999
FOODS_2_019,2013-03-18,15,3.28,3,3,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-03-19,16,3.28,4,3,2013,No_Event,No_Event,0,0,0,52.48
FOODS_2_019,2013-03-20,1,3.28,5,3,2013,No_Event,No_Event,0,0,0,3.28
FOODS_2_019,2013-03-21,0,3.28,6,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-22,0,3.28,7,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-23,0,3.28,1,3,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-03-24,0,3.28,2,3,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-03-25,0,3.28,3,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-26,0,3.28,4,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-27,0,3.28,5,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-28,0,3.28,6,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-29,0,3.28,7,3,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-03-30,0,3.28,1,3,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-03-31,0,3.28,2,3,2013,Easter,Cultural,0,1,1,0.0
FOODS_2_019,2013-04-01,0,3.28,3,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-02,0,3.28,4,4,2013,Pesach End,Religious,1,0,1,0.0
FOODS_2_019,2013-04-03,0,3.28,5,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-04,0,3.28,6,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-05,0,3.28,7,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-06,0,3.28,1,4,2013,No_Event,No_Event,1,1,0,0.0
FOODS_2_019,2013-04-07,0,3.28,2,4,2013,No_Event,No_Event,1,1,0,0.0
FOODS_2_019,2013-04-08,0,3.28,3,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-09,0,3.28,4,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-10,0,3.28,5,4,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-04-11,0,3.28,6,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-12,0,3.28,7,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-13,0,3.28,1,4,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-04-14,0,3.28,2,4,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-04-15,0,3.28,3,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-16,0,3.28,4,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-17,0,3.28,5,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-18,0,3.28,6,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-19,0,3.28,7,4,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-04-20,0,3.28,1,4,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-04-21,0,3.28,2,4,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-04-22,16,3.28,3,4,2013,No_Event,No_Event,0,0,0,52.48
FOODS_2_019,2013-04-23,22,3.28,4,4,2013,No_Event,No_Event,0,0,0,72.16
FOODS_2_019,2013-04-24,7,3.28,5,4,2013,No_Event,No_Event,0,0,0,22.959999999999997
FOODS_2_019,2013-04-25,25,3.28,6,4,2013,No_Event,No_Event,0,0,0,82.0
FOODS_2_019,2013-04-26,18,3.28,7,4,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-04-27,14,3.28,1,4,2013,No_Event,No_Event,0,1,0,45.919999999999995
FOODS_2_019,2013-04-28,29,3.28,2,4,2013,No_Event,No_Event,0,1,0,95.11999999999999
FOODS_2_019,2013-04-29,23,3.28,3,4,2013,No_Event,No_Event,0,0,0,75.44
FOODS_2_019,2013-04-30,24,3.28,4,4,2013,No_Event,No_Event,0,0,0,78.72
FOODS_2_019,2013-05-01,10,3.28,5,5,2013,No_Event,No_Event,1,0,0,32.8
FOODS_2_019,2013-05-02,11,3.28,6,5,2013,No_Event,No_Event,1,0,0,36.08
FOODS_2_019,2013-05-03,17,3.28,7,5,2013,No_Event,No_Event,1,0,0,55.76
FOODS_2_019,2013-05-04,5,3.28,1,5,2013,No_Event,No_Event,1,1,0,16.4
FOODS_2_019,2013-05-05,33,3.28,2,5,2013,OrthodoxEaster,Religious,1,1,1,108.24
FOODS_2_019,2013-05-06,29,3.28,3,5,2013,No_Event,No_Event,1,0,0,95.11999999999999
FOODS_2_019,2013-05-07,12,3.28,4,5,2013,No_Event,No_Event,1,0,0,39.36
FOODS_2_019,2013-05-08,24,3.28,5,5,2013,No_Event,No_Event,1,0,0,78.72
FOODS_2_019,2013-05-09,16,3.28,6,5,2013,No_Event,No_Event,1,0,0,52.48
FOODS_2_019,2013-05-10,0,3.28,7,5,2013,No_Event,No_Event,1,0,0,0.0
FOODS_2_019,2013-05-11,5,3.28,1,5,2013,No_Event,No_Event,0,1,0,16.4
FOODS_2_019,2013-05-12,6,3.28,2,5,2013,Mother's day,Cultural,0,1,1,19.68
FOODS_2_019,2013-05-13,0,3.28,3,5,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-05-14,15,3.28,4,5,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-05-15,20,3.28,5,5,2013,No_Event,No_Event,0,0,0,65.6
FOODS_2_019,2013-05-16,15,3.28,6,5,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-05-17,15,3.28,7,5,2013,No_Event,No_Event,0,0,0,49.199999999999996
FOODS_2_019,2013-05-18,22,3.28,1,5,2013,No_Event,No_Event,0,1,0,72.16
FOODS_2_019,2013-05-19,34,3.28,2,5,2013,No_Event,No_Event,0,1,0,111.52
FOODS_2_019,2013-05-20,11,3.28,3,5,2013,No_Event,No_Event,0,0,0,36.08
FOODS_2_019,2013-05-21,26,3.28,4,5,2013,No_Event,No_Event,0,0,0,85.28
FOODS_2_019,2013-05-22,11,3.28,5,5,2013,No_Event,No_Event,0,0,0,36.08
FOODS_2_019,2013-05-23,12,3.28,6,5,2013,No_Event,No_Event,0,0,0,39.36
FOODS_2_019,2013-05-24,13,3.28,7,5,2013,No_Event,No_Event,0,0,0,42.64
FOODS_2_019,2013-05-25,14,3.28,1,5,2013,No_Event,No_Event,0,1,0,45.919999999999995
FOODS_2_019,2013-05-26,21,3.28,2,5,2013,No_Event,No_Event,0,1,0,68.88
FOODS_2_019,2013-05-27,8,3.28,3,5,2013,MemorialDay,National,0,0,1,26.24
FOODS_2_019,2013-05-28,22,3.28,4,5,2013,No_Event,No_Event,0,0,0,72.16
FOODS_2_019,2013-05-29,9,3.28,5,5,2013,No_Event,No_Event,0,0,0,29.52
FOODS_2_019,2013-05-30,23,3.28,6,5,2013,No_Event,No_Event,0,0,0,75.44
FOODS_2_019,2013-05-31,10,3.28,7,5,2013,No_Event,No_Event,0,0,0,32.8
FOODS_2_019,2013-06-01,15,3.28,1,6,2013,No_Event,No_Event,1,1,0,49.199999999999996
FOODS_2_019,2013-06-02,28,3.28,2,6,2013,No_Event,No_Event,1,1,0,91.83999999999999
FOODS_2_019,2013-06-03,26,3.28,3,6,2013,No_Event,No_Event,1,0,0,85.28
FOODS_2_019,2013-06-04,24,3.28,4,6,2013,No_Event,No_Event,1,0,0,78.72
FOODS_2_019,2013-06-05,12,3.28,5,6,2013,No_Event,No_Event,1,0,0,39.36
FOODS_2_019,2013-06-06,17,3.28,6,6,2013,NBAFinalsStart,Sporting,1,0,1,55.76
FOODS_2_019,2013-06-07,18,3.28,7,6,2013,No_Event,No_Event,1,0,0,59.04
FOODS_2_019,2013-06-08,22,3.28,1,6,2013,No_Event,No_Event,1,1,0,72.16
FOODS_2_019,2013-06-09,30,3.28,2,6,2013,No_Event,No_Event,1,1,0,98.39999999999999
FOODS_2_019,2013-06-10,28,3.28,3,6,2013,No_Event,No_Event,1,0,0,91.83999999999999
FOODS_2_019,2013-06-11,18,3.28,4,6,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-06-12,10,3.28,5,6,2013,No_Event,No_Event,0,0,0,32.8
FOODS_2_019,2013-06-13,7,3.28,6,6,2013,No_Event,No_Event,0,0,0,22.959999999999997
FOODS_2_019,2013-06-14,12,3.28,7,6,2013,No_Event,No_Event,0,0,0,39.36
FOODS_2_019,2013-06-15,22,3.28,1,6,2013,No_Event,No_Event,0,1,0,72.16
FOODS_2_019,2013-06-16,21,3.28,2,6,2013,Father's day,Cultural,0,1,1,68.88
FOODS_2_019,2013-06-17,2,3.28,3,6,2013,No_Event,No_Event,0,0,0,6.56
FOODS_2_019,2013-06-18,18,3.28,4,6,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-06-19,13,3.28,5,6,2013,No_Event,No_Event,0,0,0,42.64
FOODS_2_019,2013-06-20,17,3.28,6,6,2013,NBAFinalsEnd,Sporting,0,0,1,55.76
FOODS_2_019,2013-06-21,19,3.28,7,6,2013,No_Event,No_Event,0,0,0,62.31999999999999
FOODS_2_019,2013-06-22,13,3.28,1,6,2013,No_Event,No_Event,0,1,0,42.64
FOODS_2_019,2013-06-23,29,3.28,2,6,2013,No_Event,No_Event,0,1,0,95.11999999999999
FOODS_2_019,2013-06-24,18,3.28,3,6,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-06-25,5,3.28,4,6,2013,No_Event,No_Event,0,0,0,16.4
FOODS_2_019,2013-06-26,0,3.28,5,6,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-06-27,0,3.28,6,6,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-06-28,1,3.28,7,6,2013,No_Event,No_Event,0,0,0,3.28
FOODS_2_019,2013-06-29,0,3.28,1,6,2013,No_Event,No_Event,0,1,0,0.0
FOODS_2_019,2013-06-30,28,3.28,2,6,2013,No_Event,No_Event,0,1,0,91.83999999999999
FOODS_2_019,2013-07-01,38,3.28,3,7,2013,No_Event,No_Event,1,0,0,124.63999999999999
FOODS_2_019,2013-07-02,23,3.28,4,7,2013,No_Event,No_Event,1,0,0,75.44
FOODS_2_019,2013-07-03,18,3.28,5,7,2013,No_Event,No_Event,1,0,0,59.04
FOODS_2_019,2013-07-04,20,3.28,6,7,2013,IndependenceDay,National,1,0,1,65.6
FOODS_2_019,2013-07-05,38,3.28,7,7,2013,No_Event,No_Event,1,0,0,124.63999999999999
FOODS_2_019,2013-07-06,24,3.28,1,7,2013,No_Event,No_Event,1,1,0,78.72
FOODS_2_019,2013-07-07,29,3.28,2,7,2013,No_Event,No_Event,1,1,0,95.11999999999999
FOODS_2_019,2013-07-08,45,3.28,3,7,2013,No_Event,No_Event,1,0,0,147.6
FOODS_2_019,2013-07-09,24,3.28,4,7,2013,Ramadan starts,Religious,1,0,1,78.72
FOODS_2_019,2013-07-10,30,3.28,5,7,2013,No_Event,No_Event,1,0,0,98.39999999999999
FOODS_2_019,2013-07-11,29,3.28,6,7,2013,No_Event,No_Event,0,0,0,95.11999999999999
FOODS_2_019,2013-07-12,0,3.28,7,7,2013,No_Event,No_Event,0,0,0,0.0
FOODS_2_019,2013-07-13,23,3.38,1,7,2013,No_Event,No_Event,0,1,0,77.74
FOODS_2_019,2013-07-14,36,3.38,2,7,2013,No_Event,No_Event,0,1,0,121.67999999999999
FOODS_2_019,2013-07-15,22,3.38,3,7,2013,No_Event,No_Event,0,0,0,74.36
FOODS_2_019,2013-07-16,27,3.38,4,7,2013,No_Event,No_Event,0,0,0,91.25999999999999
FOODS_2_019,2013-07-17,26,3.38,5,7,2013,No_Event,No_Event,0,0,0,87.88
FOODS_2_019,2013-07-18,19,3.38,6,7,2013,No_Event,No_Event,0,0,0,64.22
FOODS_2_019,2013-07-19,22,3.38,7,7,2013,No_Event,No_Event,0,0,0,74.36
FOODS_2_019,2013-07-20,28,3.38,1,7,2013,No_Event,No_Event,0,1,0,94.64
FOODS_2_019,2013-07-21,31,3.38,2,7,2013,No_Event,No_Event,0,1,0,104.78
FOODS_2_019,2013-07-22,25,3.38,3,7,2013,No_Event,No_Event,0,0,0,84.5
FOODS_2_019,2013-07-23,29,3.38,4,7,2013,No_Event,No_Event,0,0,0,98.02
FOODS_2_019,2013-07-24,23,3.38,5,7,2013,No_Event,No_Event,0,0,0,77.74
FOODS_2_019,2013-07-25,13,3.38,6,7,2013,No_Event,No_Event,0,0,0,43.94
FOODS_2_019,2013-07-26,21,3.38,7,7,2013,No_Event,No_Event,0,0,0,70.98
FOODS_2_019,2013-07-27,16,3.38,1,7,2013,No_Event,No_Event,0,1,0,54.08
FOODS_2_019,2013-07-28,32,3.38,2,7,2013,No_Event,No_Event,0,1,0,108.16
FOODS_2_019,2013-07-29,21,3.38,3,7,2013,No_Event,No_Event,0,0,0,70.98
FOODS_2_019,2013-07-30,28,3.38,4,7,2013,No_Event,No_Event,0,0,0,94.64
FOODS_2_019,2013-07-31,15,3.38,5,7,2013,No_Event,No_Event,0,0,0,50.699999999999996
FOODS_2_019,2013-08-01,32,3.38,6,8,2013,No_Event,No_Event,1,0,0,108.16
FOODS_2_019,2013-08-02,36,3.38,7,8,2013,No_Event,No_Event,1,0,0,121.67999999999999
FOODS_2_019,2013-08-03,38,3.38,1,8,2013,No_Event,No_Event,1,1,0,128.44
FOODS_2_019,2013-08-04,42,3.38,2,8,2013,No_Event,No_Event,1,1,0,141.96
FOODS_2_019,2013-08-05,27,3.38,3,8,2013,No_Event,No_Event,1,0,0,91.25999999999999
FOODS_2_019,2013-08-06,35,3.38,4,8,2013,No_Event,No_Event,1,0,0,118.3
FOODS_2_019,2013-08-07,29,3.38,5,8,2013,No_Event,No_Event,1,0,0,98.02
FOODS_2_019,2013-08-08,33,3.38,6,8,2013,Eid al-Fitr,Religious,1,0,1,111.53999999999999
FOODS_2_019,2013-08-09,28,3.38,7,8,2013,No_Event,No_Event,1,0,0,94.64
FOODS_2_019,2013-08-10,37,3.38,1,8,2013,No_Event,No_Event,1,1,0,125.06
FOODS_2_019,2013-08-11,46,3.38,2,8,2013,No_Event,No_Event,0,1,0,155.48
FOODS_2_019,2013-08-12,46,3.38,3,8,2013,No_Event,No_Event,0,0,0,155.48
FOODS_2_019,2013-08-13,26,3.38,4,8,2013,No_Event,No_Event,0,0,0,87.88
FOODS_2_019,2013-08-14,18,3.38,5,8,2013,No_Event,No_Event,0,0,0,60.839999999999996
FOODS_2_019,2013-08-15,22,3.38,6,8,2013,No_Event,No_Event,0,0,0,74.36
FOODS_2_019,2013-08-16,22,3.38,7,8,2013,No_Event,No_Event,0,0,0,74.36
FOODS_2_019,2013-08-17,27,3.38,1,8,2013,No_Event,No_Event,0,1,0,91.25999999999999
FOODS_2_019,2013-08-18,36,3.38,2,8,2013,No_Event,No_Event,0,1,0,121.67999999999999
FOODS_2_019,2013-08-19,21,3.38,3,8,2013,No_Event,No_Event,0,0,0,70.98
FOODS_2_019,2013-08-20,12,3.38,4,8,2013,No_Event,No_Event,0,0,0,40.56
FOODS_2_019,2013-08-21,13,3.38,5,8,2013,No_Event,No_Event,0,0,0,43.94
FOODS_2_019,2013-08-22,16,3.38,6,8,2013,No_Event,No_Event,0,0,0,54.08
FOODS_2_019,2013-08-23,18,3.38,7,8,2013,No_Event,No_Event,0,0,0,60.839999999999996
FOODS_2_019,2013-08-24,39,3.38,1,8,2013,No_Event,No_Event,0,1,0,131.82
FOODS_2_019,2013-08-25,34,3.38,2,8,2013,No_Event,No_Event,0,1,0,114.92
FOODS_2_019,2013-08-26,19,3.38,3,8,2013,No_Event,No_Event,0,0,0,64.22
FOODS_2_019,2013-08-27,14,3.38,4,8,2013,No_Event,No_Event,0,0,0,47.32
FOODS_2_019,2013-08-28,16,3.38,5,8,2013,No_Event,No_Event,0,0,0,54.08
FOODS_2_019,2013-08-29,16,3.38,6,8,2013,No_Event,No_Event,0,0,0,54.08
FOODS_2_019,2013-08-30,13,3.38,7,8,2013,No_Event,No_Event,0,0,0,43.94
FOODS_2_019,2013-08-31,31,3.38,1,8,2013,No_Event,No_Event,0,1,0,104.78
FOODS_2_019,2013-09-01,30,3.38,2,9,2013,No_Event,No_Event,1,1,0,101.39999999999999
FOODS_2_019,2013-09-02,30,3.38,3,9,2013,LaborDay,National,1,0,1,101.39999999999999
FOODS_2_019,2013-09-03,31,3.38,4,9,2013,No_Event,No_Event,1,0,0,104.78
FOODS_2_019,2013-09-04,28,3.38,5,9,2013,No_Event,No_Event,1,0,0,94.64
FOODS_2_019,2013-09-05,25,3.38,6,9,2013,No_Event,No_Event,1,0,0,84.5
FOODS_2_019,2013-09-06,11,3.38,7,9,2013,No_Event,No_Event,1,0,0,37.18
FOODS_2_019,2013-09-07,37,3.28,1,9,2013,No_Event,No_Event,1,1,0,121.36
FOODS_2_019,2013-09-08,38,3.28,2,9,2013,No_Event,No_Event,1,1,0,124.63999999999999
FOODS_2_019,2013-09-09,37,3.28,3,9,2013,No_Event,No_Event,1,0,0,121.36
FOODS_2_019,2013-09-10,19,3.28,4,9,2013,No_Event,No_Event,1,0,0,62.31999999999999
FOODS_2_019,2013-09-11,21,3.28,5,9,2013,No_Event,No_Event,0,0,0,68.88
FOODS_2_019,2013-09-12,22,3.28,6,9,2013,No_Event,No_Event,0,0,0,72.16
FOODS_2_019,2013-09-13,18,3.28,7,9,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-09-14,19,3.28,1,9,2013,No_Event,No_Event,0,1,0,62.31999999999999
FOODS_2_019,2013-09-15,41,3.28,2,9,2013,No_Event,No_Event,0,1,0,134.48
FOODS_2_019,2013-09-16,16,3.28,3,9,2013,No_Event,No_Event,0,0,0,52.48
FOODS_2_019,2013-09-17,23,3.28,4,9,2013,No_Event,No_Event,0,0,0,75.44
FOODS_2_019,2013-09-18,18,3.28,5,9,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-09-19,18,3.28,6,9,2013,No_Event,No_Event,0,0,0,59.04
FOODS_2_019,2013-09-20,14,3.28,7,9,2013,No_Event,No_Event,0,0,0,45.919999999999995
FOODS_2_019,2013-09-21,21,3.28,1,9,2013,No_Event,No_Event,0,1,0,68.88
FOODS_2_019,2013-09-22,20,3.28,2,9,2013,No_Event,No_Event,0,1,0,65.6
FOODS_2_019,2013-09-23,29,3.28,3,9,2013,No_Event,No_Event,0,0,0,95.11999999999999
FOODS_2_019,2013-09-24,17,3.28,4,9,2013,No_Event,No_Event,0,0,0,55.76
FOODS_2_019,2013-09-25,14,3.28,5,9,2013,No_Event,No_Event,0,0,0,45.919999999999995
FOODS_2_019,2013-09-26,12,3.28,6,9,2013,No_Event,No_Event,0,0,0,39.36
FOODS_2_019,2013-09-27,20,3.28,7,9,2013,No_Event,No_Event,0,0,0,65.6
FOODS_2_019,2013-09-28,26,3.28,1,9,2013,No_Event,No_Event,0,1,0,85.28
FOODS_2_019,2013-09-29,29,3.28,2,9,2013,No_Event,No_Event,0,1,0,95.11999999999999
FOODS_2_019,2013-09-30,22,3.28,3,9,2013,No_Event,No_Event,0,0,0,72.16
FOODS_2_019,2013-10-01,33,3.28,4,10,2013,No_Event,No_Event,1,0,0,108.24
FOODS_2_019,2013-10-02,25,3.28,5,10,2013,No_Event,No_Event,1,0,0,82.0
FOODS_2_019,2013-10-03,32,3.28,6,10,2013,No_Event,No_Event,1,0,0,104.96
FOODS_2_019,2013-10-04,33,3.28,7,10,2013,No_Event,No_Event,1,0,0,108.24
